6.125000000000007276e+03,1.956561461793995704e+01
7.213709677419363288e+03,1.876586110813393304e+01
1.000806451612904129e+04,1.856033651269939355e+01
1.135080645161291250e+04,1.905570142535614764e+01
1.352822580645162088e+04,1.905087879112618054e+01
1.679435483870968528e+04,1.754862822848554060e+01
1.850000000000001091e+04,1.973754152823907759e+01
2.016935483870968892e+04,2.272387739792081618e+01
2.111290322580646171e+04,2.511381416782759857e+01
2.285483870967743132e+04,3.029268031293533880e+01
2.358064516129033291e+04,3.348044153895615693e+01
2.463306451612904493e+04,3.786349265887902504e+01
2.706451612903227215e+04,4.493451934412181714e+01
2.847983870967743132e+04,4.323703247240388947e+01
2.956854838709678734e+04,4.383262779980718449e+01
3.134677419354840094e+04,4.642005144143190876e+01
3.403225806451614335e+04,5.677955203086504810e+01
3.512096774193549936e+04,6.016584503268695983e+01
3.679032258064518101e+04,6.644121744721920209e+01
3.958467741935485537e+04,6.055462972886104467e+01
4.045564516129034018e+04,5.606765084128200272e+01
4.256048387096775696e+04,5.008292251634361492e+01
4.426612903225808259e+04,4.698944378951905776e+01
4.531854838709679461e+04,4.310006966027245312e+01
4.579032258064518101e+04,4.050766262994343236e+01
4.637096774193550664e+04,3.572232343800257581e+01
