-4.730377726680762862e+01,4.722177171005810692e+01
9.910465335865847010e+02,4.367610520508210925e+01
2.000496180520818598e+03,4.157460790013227836e+01
3.008909032336877317e+03,4.036198960983209361e+01
3.990365211080355948e+03,3.892689236708996248e+01
5.024309142681502635e+03,3.915896167437503550e+01
6.029093211583945958e+03,4.105741993534867618e+01
7.006402209854721150e+03,4.317783875120518644e+01
8.008205492792407313e+03,4.763182417929661483e+01
9.014026356813026723e+03,4.864140342562059516e+01
9.994704939217872379e+03,4.787296544386570929e+01
1.097512432284317583e+04,4.732674721577323851e+01
1.200777226054660241e+04,4.866991529137037276e+01
1.298521085820715052e+04,5.067922423039568969e+01
1.401785879591057710e+04,5.202239230599283815e+01
1.499698218563815863e+04,5.258727284621244280e+01
1.600306224843832206e+04,5.337463233887400804e+01
1.700369913686806103e+04,5.882860665844629722e+01
1.799604166435239313e+04,7.139361309521589760e+01
1.901560006368885661e+04,8.395887873076502217e+01
1.998448510162445018e+04,9.330143954065005119e+01
2.098667718273145147e+04,9.742209533824784273e+01
2.199820041990203754e+04,9.354284000399867693e+01
2.298756216142160702e+04,8.533004027455287144e+01
2.403446603199995297e+04,7.445112189871716168e+01
2.502447577046837978e+04,6.568277278511530426e+01
2.598701043830514391e+04,5.713638422639633063e+01
2.700138486205071240e+04,5.081271160186059888e+01
2.801459289128833188e+04,4.548902786880573501e+01
2.899617866942158435e+04,4.394282074923238213e+01
3.002856740834546508e+04,4.550820857849194567e+01
3.100613560539578611e+04,4.740640764068605506e+01
3.201143807185731566e+04,4.886042639433486556e+01
3.495023383432755509e+04,4.933285936985039655e+01
3.998452213002152712e+04,4.993636052822198224e+01
