3.340934255523224419e+04
2.967434928018035134e+04
2.629180252847410884e+04
1.950977837367433312e+04
1.608084912139922017e+04
1.276734496877972379e+04
3.551278764963134017e+04
2.902625258435440992e+04
2.344703645751837394e+04
2.198765948214917807e+04
1.530660582762039667e+04
9.809690957083117610e+03
2.121739584939472479e+04
4.131258102090049942e+04
7.494841176048394118e+03
2.762412332459103709e+04
