1.184598311103061860e+05,7.622904468185361475e+05
1.770008221237529651e+05,7.151243040478588082e+05
1.490091867044172541e+05,7.446611560322279111e+05
1.691837213360288879e+05,7.193659009276342113e+05
1.429805158443274267e+05,7.573671958574031014e+05
1.612508323337174952e+05,7.293834071759106591e+05
1.605254408806104329e+05,7.334200623057381017e+05
1.587576810782828252e+05,7.363098572041873122e+05
1.631064058663360483e+05,7.281078675452010939e+05
1.594634516510288231e+05,7.334750169129795395e+05
1.563254748115791008e+05,7.380882595786474412e+05
1.641495006158987526e+05,7.287166104028731352e+05
1.595712978885414777e+05,7.335825241636660649e+05
1.557862194106710958e+05,7.375686605710047297e+05
1.550271310527872993e+05,7.399013160921141971e+05
1.664245622751788469e+05,7.233509332064536866e+05
1.541641190192386857e+05,7.392206305445235921e+05
1.680426916780739266e+05,7.246406715425286675e+05
