0,256,724
1,286,732
2,363,734
3,400,729
4,460,729
5,550,744
6,597,722
7,643,692
8,669,668
9,717,616
10,737,584
11,766,540
12,833,469
13,872,486
14,902,480
15,951,454
16,1025,350
17,1055,316
18,1101,253
19,1178,312
20,1202,357
21,1260,417
22,1307,448
23,1336,487
24,1349,513
25,1365,561
