0,0,0
1,3249,2626
2,1696,981
3,2815,2390
4,1362,273
5,2375,1832
6,2335,1607
7,2237,1446
8,2478,1903
9,2276,1604
10,2102,1347
11,2536,1869
12,2282,1598
13,2072,1376
14,2030,1246
15,2662,2168
16,1982,1284
17,2752,2096
