1.367000000000000000e+03,8.398537225338728831e+02
1.867000000000000000e+03,9.212455686171614389e+02
2.367000000000000000e+03,9.772005300941585801e+02
2.867000000000000000e+03,1.023575838814440544e+03
3.367000000000000000e+03,1.063755310128681003e+03
3.867000000000000000e+03,1.099354692009743758e+03
4.367000000000000000e+03,1.131332258287533705e+03
4.867000000000000000e+03,1.160326478227281996e+03
5.367000000000000000e+03,1.186795422505193756e+03
5.867000000000000000e+03,1.211085096034251592e+03
6.367000000000000000e+03,1.233466930734976813e+03
6.867000000000000000e+03,1.254160078723494962e+03
7.367000000000000000e+03,1.273345488409162044e+03
7.867000000000000000e+03,1.291175206735821121e+03
8.367000000000000000e+03,1.307778731313677099e+03
8.867000000000000000e+03,1.323267417556691271e+03
9.367000000000000000e+03,1.337737474592480339e+03
9.867000000000000000e+03,1.351271724587270455e+03
1.036700000000000000e+04,1.363939818114814443e+03
1.086700000000000000e+04,1.375795409813622200e+03
1.136700000000000000e+04,1.386864600973359757e+03
1.186700000000000000e+04,1.397105196464374330e+03
1.236700000000000000e+04,1.406386341242444132e+03
1.286700000000000000e+04,1.414906490566779212e+03
1.336700000000000000e+04,1.423038016923841496e+03
1.386700000000000000e+04,1.430957169076387572e+03
1.436700000000000000e+04,1.438677425846764891e+03
1.486700000000000000e+04,1.446139245471193362e+03
1.536700000000000000e+04,1.453307970113432475e+03
1.586700000000000000e+04,1.460180128201373691e+03
1.636700000000000000e+04,1.466767919001605151e+03
1.686700000000000000e+04,1.473090461227651531e+03
1.736700000000000000e+04,1.479170013586893219e+03
1.786700000000000000e+04,1.485030403051431676e+03
1.836700000000000000e+04,1.490696408591206819e+03
1.886700000000000000e+04,1.496193578349736526e+03
1.936700000000000000e+04,1.501548243894305870e+03
1.986700000000000000e+04,1.506787592533063389e+03
2.036700000000000000e+04,1.511939658414205496e+03
2.086700000000000000e+04,1.517033005016495963e+03
2.136700000000000000e+04,1.522095645095044119e+03
2.186700000000000000e+04,1.527152052549116888e+03
2.236700000000000000e+04,1.532211887677157165e+03
2.286700000000000000e+04,1.537155872834894808e+03
2.336700000000000000e+04,1.540696530569770403e+03
2.386700000000000000e+04,1.544162241430492713e+03
2.436700000000000000e+04,1.546444960236656470e+03
2.486700000000000000e+04,1.547545644826042235e+03
2.536700000000000000e+04,1.548007619618532999e+03
2.586700000000000000e+04,1.548527328175150842e+03
2.636700000000000000e+04,1.549198278711414559e+03
2.686700000000000000e+04,1.549895099811832324e+03
2.736700000000000000e+04,1.550513300724926012e+03
2.786700000000000000e+04,1.550990488930457559e+03
2.836700000000000000e+04,1.551296547213941267e+03
2.886700000000000000e+04,1.551427722263162650e+03
2.936700000000000000e+04,1.551412761669937481e+03
2.986700000000000000e+04,1.551352943317739346e+03
3.036700000000000000e+04,1.551636520836843374e+03
3.086700000000000000e+04,1.554851282040324804e+03
3.136700000000000000e+04,1.555766103074895909e+03
3.186700000000000000e+04,1.555353020421497376e+03
3.236700000000000000e+04,1.554618850614439907e+03
3.286700000000000000e+04,1.553908635245260939e+03
3.336700000000000000e+04,1.553126229767918630e+03
3.386700000000000000e+04,1.551848767841316885e+03
3.436700000000000000e+04,1.549786054891812228e+03
3.486700000000000000e+04,1.546766947063390035e+03
3.536700000000000000e+04,1.542585609637198331e+03
3.586700000000000000e+04,1.537032204140858767e+03
3.636700000000000000e+04,1.530802860753570485e+03
3.686700000000000000e+04,1.524691050457758365e+03
3.736700000000000000e+04,1.518470681931895797e+03
3.786700000000000000e+04,1.511784205292429988e+03
3.836700000000000000e+04,1.502542168969525164e+03
3.886700000000000000e+04,1.494290784106372257e+03
3.936700000000000000e+04,1.486484942789935076e+03
3.986700000000000000e+04,1.478742050959351900e+03
4.036700000000000000e+04,1.470584779265614998e+03
4.086700000000000000e+04,1.461098512654528577e+03
4.136700000000000000e+04,1.450959166932110975e+03
4.186700000000000000e+04,1.440431968762426322e+03
4.236700000000000000e+04,1.430038780029876989e+03
4.286700000000000000e+04,1.417766026989665306e+03
4.336700000000000000e+04,1.402966295520333233e+03
4.386700000000000000e+04,1.387484266956971624e+03
4.436700000000000000e+04,1.370782552708791172e+03
4.486700000000000000e+04,1.354610417206750753e+03
4.536700000000000000e+04,1.337809044232944643e+03
4.586700000000000000e+04,1.320193999742300321e+03
4.636700000000000000e+04,1.301623875044485885e+03
4.686700000000000000e+04,1.281952955997806839e+03
4.736700000000000000e+04,1.261022119229464352e+03
4.786700000000000000e+04,1.238651924474680300e+03
4.836700000000000000e+04,1.214634372173409929e+03
4.886700000000000000e+04,1.188721562192360352e+03
4.936700000000000000e+04,1.160608845385236236e+03
4.986700000000000000e+04,1.129908066925507001e+03
5.036700000000000000e+04,1.096101811240060442e+03
5.086700000000000000e+04,1.058457495046691292e+03
5.136700000000000000e+04,1.015843627378578731e+03
5.186700000000000000e+04,9.662478606543024853e+02
5.236700000000000000e+04,9.048969593982931201e+02
