0,296,792
1,296,1400
2,1920,1400
3,1920,792
4,1469,805
5,1471,851
6,1223,860
7,1221,831
8,1361,807
9,1395,888
10,1189,856
11,1191,817
12,1361,805
13,1131,887
14,1115,857
15,961,792
16,1057,828
17,1119,896
18,716,900
19,717,821
20,635,823
21,639,792
22,560,1360
23,1517,1360
24,1499,805
25,1505,1145
26,1417,792
27,971,827
